总序号,性别,年龄,职业,学历,收入,玩家游戏情况,游戏进入,游戏偏好
768,1,4,3,4,4,2,3,1
769,1,2,1,4,1,4,5,4
770,2,1,1,2,1,2,3,2
771,1,3,2,3,3,4,3,1
772,1,1,1,2,1,4,3,5
773,2,2,7,3,3,4,1,2
774,2,1,1,1,1,4,1,2
775,2,3,6,2,1,4,1,3
776,1,2,1,2,1,3,4,6
777,2,2,6,2,2,4,3,1
778,1,1,1,4,3,2,2,2
779,2,NA,2,2,4,2,3,3
780,1,1,1,1,1,4,1,5
781,1,2,1,4,1,4,1,3
782,2,1,1,3,1,1,5,5
783,2,1,1,1,1,2,4,6
784,1,1,1,1,1,2,2,4
785,1,2,1,3,1,4,3,4
786,1,1,1,2,1,3,1,3
787,1,1,1,2,1,3,4,4
788,1,1,1,1,1,4,2,5
789,1,1,1,1,1,4,2,4
790,1,4,2,4,3,3,1,3
791,2,5,2,2,3,2,1,2
792,1,1,1,1,1,1,5,5
793,2,1,1,1,1,4,1,2
794,1,1,1,1,1,4,2,1
795,NA,1,1,2,2,4,1,1
796,1,4,3,2,4,4,3,3
797,1,5,4,5,5,4,3,1
798,1,2,1,5,1,4,2,5
799,NA,3,2,5,3,4,1,5
800,2,1,6,1,1,4,5,2
801,2,2,6,3,1,1,3,4
802,1,1,1,2,1,4,3,4
803,2,2,1,3,1,4,1,2
804,1,NA,4,4,3,4,1,3
805,1,1,1,1,1,4,5,6
806,1,4,4,3,2,2,3,1
807,1,2,2,3,2,2,2,5
808,2,1,1,1,1,2,5,3
809,1,1,1,1,1,3,5,5
810,2,1,1,1,1,2,3,5
811,2,1,1,1,1,4,1,5
812,2,1,1,1,1,1,5,3
813,1,1,1,2,1,1,2,2
814,2,1,1,1,1,2,1,2
815,1,2,5,3,3,4,2,4
816,2,1,1,1,5,4,1,6
817,2,1,1,1,1,4,1,5
818,1,1,1,2,1,4,5,4
819,1,1,1,1,1,2,5,1
820,2,2,1,3,1,2,3,3
821,1,1,1,2,1,1,2,5
822,NA,3,2,4,4,4,3,4
823,1,1,1,1,2,3,5,5
824,2,1,1,1,1,2,3,5
825,2,1,1,2,1,4,3,4
826,2,3,6,2,1,1,1,3
827,1,3,2,4,3,4,1,3
828,1,1,1,1,1,4,3,4
829,1,1,1,1,3,3,3,3
830,NA,3,5,3,3,2,1,3
831,1,NA,1,1,1,1,1,1
832,2,1,1,1,1,2,1,4
833,2,2,3,3,3,2,3,3
834,NA,2,1,1,5,1,5,5
835,1,2,1,3,1,4,4,3
836,1,2,1,3,1,4,5,4
837,2,NA,2,4,3,1,3,5
838,1,2,1,3,1,3,5,3
839,1,4,2,4,4,2,4,1
840,1,3,4,5,4,2,2,1
841,1,2,1,4,1,4,2,3
842,1,2,1,3,NA,2,5,6
843,2,1,1,1,2,2,1,6
844,2,1,1,2,1,4,3,2
845,1,3,2,4,3,2,2,2
846,1,1,1,2,1,4,2,1
847,1,1,1,1,1,2,2,4
848,1,3,2,4,3,2,2,4
849,1,1,1,2,1,2,2,1
850,1,NA,1,3,1,4,2,1
851,2,4,7,3,2,1,5,6
852,2,2,1,5,1,3,5,6
853,2,2,2,5,3,4,5,4
854,1,1,1,1,1,4,2,4
855,1,3,6,2,1,4,4,6
856,NA,3,7,5,3,3,3,5
857,1,2,1,3,1,4,3,3
858,2,3,2,4,4,2,1,3
859,1,3,2,2,3,2,2,5
860,1,1,1,2,1,2,1,5
861,1,1,1,2,1,4,3,5
862,1,1,1,1,1,4,4,2
863,1,3,5,4,4,4,1,3
864,1,2,1,3,1,2,1,2
865,1,3,3,3,5,2,3,5
866,2,1,1,1,1,4,1,5
867,2,1,1,2,1,4,3,4
868,2,2,1,3,1,4,1,2
869,2,2,1,5,1,2,1,2
870,1,3,5,2,3,4,3,6
871,2,2,1,3,NA,4,3,2
872,1,1,1,1,5,4,5,1
873,2,2,1,4,1,3,3,2
874,2,3,3,4,5,1,5,6
875,1,1,1,2,1,2,3,4
876,1,4,4,4,4,4,3,2
877,1,4,5,2,4,2,3,2
878,1,1,1,2,1,4,3,4
879,1,4,2,2,NA,2,3,3
880,2,3,4,4,3,2,3,3
881,NA,3,2,4,3,4,3,3
882,1,1,1,1,1,4,5,5
883,2,3,3,1,NA,1,5,2
884,1,1,1,1,1,4,3,3
885,2,3,2,4,4,3,3,2
886,2,1,1,2,1,2,1,5
887,1,1,1,1,1,2,2,2
888,2,3,2,5,3,4,1,4
889,2,NA,7,5,1,1,5,1
890,2,2,7,4,1,4,1,3
891,1,1,5,3,3,1,1,5
892,1,1,1,1,1,4,2,6
893,2,1,1,1,1,2,5,4
894,1,2,1,3,1,3,5,6
895,2,3,2,4,NA,2,3,3
896,1,2,1,4,1,4,1,3
897,NA,2,5,2,3,2,1,4
898,2,1,1,3,1,1,3,5
899,1,2,1,4,1,2,2,3
900,2,1,1,1,1,4,5,5
901,1,1,1,1,1,4,2,5
902,1,1,1,3,1,4,1,6
903,NA,1,6,3,1,4,1,2
904,1,1,1,2,1,3,2,5
905,1,3,2,3,3,3,2,1
906,1,1,1,2,4,1,2,5
907,1,4,4,5,3,2,4,1
908,1,1,1,1,1,2,2,5
909,1,1,2,2,3,4,2,3
910,1,2,1,3,1,1,5,3
911,2,2,1,3,1,4,3,1
912,1,1,1,1,1,4,5,5
913,1,3,2,2,3,4,3,2
914,2,2,1,4,1,2,1,1
915,1,NA,1,1,1,1,2,5
916,1,1,1,2,2,4,5,1
917,1,2,5,4,2,2,3,3
918,2,1,1,1,1,2,1,5
919,1,2,2,4,3,3,3,5
920,1,1,1,2,2,2,2,5
921,2,1,1,1,1,4,3,1
922,1,1,1,2,1,2,5,1
923,1,1,1,1,1,4,5,3
924,NA,1,1,2,1,4,5,6
925,1,2,1,3,1,4,5,2
926,1,1,1,2,1,2,1,5
927,2,1,1,1,3,1,5,1
928,1,3,4,5,5,3,3,5
929,1,NA,1,3,1,2,3,5
930,2,1,1,3,1,4,3,3
931,1,4,5,2,1,2,5,6
932,1,1,1,1,3,1,2,2
933,2,1,1,2,1,4,3,3
934,2,1,1,1,4,3,1,6
935,1,2,1,4,1,4,2,4
936,1,1,1,2,1,1,1,5
937,1,3,2,3,3,2,1,2
938,1,1,1,1,1,2,3,5
939,2,2,5,4,NA,2,1,2
940,1,4,7,3,1,2,3,2
941,NA,1,1,2,1,2,3,5
942,1,1,1,1,1,2,2,3
943,1,1,1,2,1,4,3,5
944,2,1,7,5,1,3,1,3
945,NA,1,1,1,1,4,1,4
946,1,1,6,1,1,1,2,5
947,2,1,1,1,1,4,1,6
948,1,NA,7,1,1,4,1,1
949,1,1,1,1,1,4,5,5
950,1,2,1,5,2,3,1,5
951,2,1,1,1,1,3,1,6
952,1,1,5,2,2,1,2,5
953,1,3,5,2,NA,4,2,2
954,1,1,1,1,1,4,2,5
955,1,1,1,2,1,4,2,4
956,1,2,1,3,1,2,4,3
957,1,1,1,1,1,4,1,5
958,1,4,4,5,4,4,3,3
959,2,1,1,3,2,2,3,5
960,2,1,1,1,1,2,2,3
961,1,3,1,5,4,3,2,5
962,NA,2,7,3,NA,2,3,3
963,NA,1,4,4,5,2,5,4
964,1,1,1,1,1,4,2,5
965,1,1,1,5,5,4,3,5
966,1,2,1,5,NA,2,2,6
967,2,1,1,1,1,4,3,4
968,1,4,2,3,4,2,2,2
969,1,1,1,1,1,2,3,2
970,1,2,2,2,4,4,1,1
971,2,3,3,5,NA,4,3,1
972,1,2,1,5,1,3,1,4
973,1,3,4,3,3,2,3,2
974,1,NA,4,5,2,4,3,3
975,2,1,1,2,1,4,1,3
976,1,1,7,2,3,2,2,3
977,2,2,5,3,2,4,3,3
978,2,2,1,3,1,4,5,2
979,1,5,4,5,4,2,2,3
980,NA,1,1,1,1,4,5,4
981,1,2,2,3,3,2,1,4
982,1,1,1,1,1,2,2,2
983,1,1,7,1,1,4,2,1
984,NA,1,1,1,1,4,3,2
985,1,1,1,2,1,2,1,1
986,2,2,1,4,1,4,4,6
987,1,2,1,3,NA,4,5,2
988,1,3,2,3,3,2,3,2
989,1,2,1,4,1,4,5,4
990,1,3,5,5,2,3,3,3
991,1,3,2,2,3,2,3,3
992,NA,1,1,1,1,4,1,2
993,1,1,2,3,5,4,1,1
994,1,4,2,5,3,2,3,3
995,1,2,1,3,1,4,3,3
996,1,1,1,1,1,2,3,5
997,1,1,6,2,1,2,3,6
998,NA,2,1,4,NA,2,1,3
999,1,2,1,2,5,2,3,2
1000,1,3,5,4,4,2,5,1
1001,NA,2,6,1,1,4,5,3
1002,2,3,5,5,1,3,3,2
1003,2,2,1,3,1,4,3,2
1004,1,4,2,5,5,4,3,2
1005,1,1,1,1,1,2,2,2
1006,NA,3,5,2,3,3,1,2
1007,1,2,3,5,5,4,3,5
1008,1,1,6,1,1,2,5,1
1009,1,1,1,1,5,4,3,1
1010,1,1,1,1,1,2,3,5
1011,2,1,1,3,1,1,3,1
1012,1,3,2,4,4,2,3,1
1013,1,2,1,4,2,4,3,3
1014,1,1,1,1,1,2,1,1
1015,2,1,1,2,1,2,3,1
1016,1,3,2,5,4,2,1,1
1017,NA,3,2,5,5,2,3,1
1018,1,1,4,4,4,2,5,5
1019,1,1,1,1,1,4,3,2
1020,1,2,5,4,1,3,5,6
1021,1,3,2,3,4,2,1,3
1022,NA,3,5,5,1,2,3,3
1023,2,1,1,1,1,2,5,2
1024,2,2,1,3,1,3,3,6
1025,1,2,2,5,4,3,5,2
1026,1,1,1,2,1,4,1,5
1027,2,1,1,1,1,2,1,4
1028,1,4,7,4,NA,3,2,3
1029,2,1,1,1,1,4,5,4
1030,2,1,1,1,1,1,5,1
1031,2,3,2,4,4,2,4,1
1032,2,4,6,4,1,3,3,2
1033,1,1,1,2,1,4,2,4
1034,1,2,1,5,1,3,2,3
1035,1,2,1,5,1,4,5,5
1036,2,1,1,2,1,1,1,3
1037,2,1,1,2,1,1,1,6
1038,1,1,1,1,1,4,3,2
1039,1,3,1,5,2,2,3,3
1040,1,1,1,2,1,2,3,1
1041,NA,1,1,1,1,2,4,4
1042,1,1,1,1,1,2,1,5
1043,2,NA,1,2,1,1,1,4
1044,1,1,1,1,NA,2,5,1
1045,1,1,1,2,1,2,2,3
1046,1,NA,1,3,1,4,1,3
1047,1,1,1,1,1,2,1,2
1048,1,5,2,3,3,2,2,3
1049,1,2,1,3,1,4,2,3
1050,1,3,4,5,4,3,3,5
1051,2,1,1,1,1,4,3,1
1052,1,2,1,4,1,1,2,2
1053,2,1,1,2,1,4,1,5
1054,1,1,1,1,1,2,5,4
1055,1,1,1,2,NA,2,3,5
1056,2,1,1,1,1,4,3,4
1057,1,2,1,2,1,2,3,1
1058,2,1,1,2,1,3,1,3
1059,1,1,1,2,1,1,2,1
1060,1,1,1,2,1,2,5,6
1061,2,1,1,1,1,4,3,4
1062,2,1,1,1,1,2,3,2
1063,1,1,1,1,1,4,5,2
1064,1,4,2,5,5,2,5,2
1065,1,3,5,2,3,2,2,2
1066,1,2,1,5,NA,4,3,2
1067,2,2,1,5,1,2,3,2
1068,1,1,1,1,1,2,1,5
1069,1,2,1,3,1,2,4,3
1070,2,1,1,1,2,4,4,2
1071,1,2,5,3,5,4,2,5
1072,2,1,1,2,1,4,1,3
1073,1,3,2,4,4,1,3,2
1074,1,3,7,5,1,1,5,6
1075,2,NA,7,1,2,4,5,6
1076,1,1,1,1,1,4,3,3
1077,NA,1,1,2,1,4,3,3
1078,1,2,2,5,3,2,3,3
1079,1,4,5,4,3,4,3,3
1080,1,1,1,1,1,3,2,2
1081,2,1,1,1,5,2,1,2
1082,1,1,1,2,1,1,1,3
1083,1,2,1,3,1,2,2,1
1084,1,1,1,2,1,3,5,5
1085,2,2,3,3,3,1,3,2
1086,1,1,1,2,1,2,5,2
1087,NA,1,1,3,2,4,5,5
1088,2,2,1,5,1,4,3,6
1089,2,4,3,3,5,1,3,3
1090,1,3,2,3,3,1,2,1
1091,1,1,1,2,5,1,1,5
1092,1,1,1,2,1,4,4,5
1093,1,4,6,4,1,2,3,3
1094,1,1,1,2,1,2,2,6
1095,1,3,5,5,4,4,3,3
1096,1,1,1,1,1,4,3,5
1097,1,1,1,2,1,3,5,2
1098,1,2,7,2,3,2,5,5
1099,1,1,1,2,1,2,5,5
1100,1,2,7,4,1,2,5,6
1101,1,2,1,5,1,3,2,5
1102,1,1,1,1,2,4,2,3
1103,2,2,5,3,2,4,3,3
1104,1,4,2,5,4,2,2,2
1105,NA,1,1,2,1,2,1,2
1106,1,4,2,5,4,4,3,3
1107,1,NA,2,5,1,2,3,4
1108,1,1,1,3,1,4,3,3
1109,2,2,1,5,1,1,3,1
1110,1,1,1,1,1,4,3,6
1111,1,1,1,1,3,3,5,3
1112,1,3,2,3,3,2,5,1
1113,2,3,3,5,4,2,1,3
1114,1,2,5,2,3,2,3,5
1115,2,3,2,5,3,3,1,3
1116,1,3,4,5,4,2,2,5
1117,2,1,1,2,1,3,1,5
1118,2,1,1,2,1,4,5,6
1119,1,1,1,2,1,2,3,3
1120,2,1,1,2,1,4,1,1
1121,1,2,1,3,1,2,2,3
1122,1,1,1,1,1,4,3,6
1123,1,3,2,4,4,3,3,3
1124,2,1,1,1,1,4,4,5
1125,2,2,7,5,3,3,1,2
1126,1,1,1,1,1,2,3,4
1127,1,4,3,3,3,4,3,3
1128,1,2,6,2,3,4,1,5
1129,2,1,1,1,1,1,1,2
1130,2,1,1,2,1,4,3,4
1131,1,1,1,1,1,1,1,1
1132,1,2,1,3,1,2,3,1
1133,NA,1,1,1,1,2,3,4
1134,1,2,1,4,1,4,2,1
1135,1,2,1,4,1,3,5,5
1136,2,2,5,4,1,2,3,1
1137,1,1,1,2,1,1,4,1
1138,1,5,7,2,3,1,1,2
1139,1,1,1,3,1,4,3,5
1140,NA,2,2,3,4,2,1,3
1141,1,1,1,2,1,2,1,3
1142,2,2,1,5,5,2,3,5
1143,1,2,1,5,NA,2,2,3
1144,1,4,3,5,5,4,3,3
1145,2,1,1,2,1,1,3,6
1146,1,1,1,2,1,4,2,5
1147,1,1,1,1,1,4,5,5
1148,2,2,6,2,1,2,1,4
1149,1,3,1,5,1,4,3,2
1150,2,2,1,3,1,4,5,6
1151,NA,1,1,2,1,4,3,3
1152,1,3,5,2,3,2,1,4
1153,2,1,1,1,1,1,5,3
1154,2,1,1,2,1,4,1,2
1155,2,3,4,5,3,2,4,3
1156,2,2,1,4,1,4,3,3
1157,1,NA,2,2,3,2,3,1
1158,1,5,5,5,2,4,4,2
1159,1,2,6,4,NA,3,3,4
1160,1,1,1,1,2,2,3,3
1161,2,1,1,1,1,2,1,3
1162,2,1,1,1,1,4,1,5
1163,1,1,1,1,1,3,3,2
1164,1,3,4,3,4,4,1,1
1165,1,3,4,5,1,4,2,3
1166,1,NA,1,3,NA,2,3,4
1167,2,2,1,3,1,4,1,3
1168,1,2,1,5,1,2,3,2
1169,1,4,3,4,5,3,3,6
1170,1,1,1,3,1,1,2,1
1171,1,2,2,3,3,4,3,1
1172,1,3,4,5,NA,4,4,3
1173,2,1,1,4,1,4,3,2
1174,1,1,1,2,1,2,1,2
1175,1,3,5,4,3,3,3,2
1176,2,3,5,3,4,4,1,3
1177,1,1,1,2,1,2,2,2
1178,2,1,1,2,1,4,1,2
1179,2,4,5,3,3,4,5,5
1180,2,3,7,5,3,1,3,3
1181,2,5,7,5,1,1,3,5
1182,1,1,1,5,5,2,1,5
1183,1,1,1,2,1,2,3,1
1184,1,1,1,1,1,4,5,5
1185,2,2,1,5,1,2,1,2
1186,2,2,1,4,1,2,1,2
1187,1,1,1,1,5,2,2,1
1188,1,2,1,3,1,2,2,1
1189,1,2,3,3,5,4,1,1
1190,2,3,2,5,3,2,4,3
1191,1,3,3,4,NA,2,1,1
1192,2,1,1,1,NA,1,3,5
1193,2,3,2,5,5,3,5,2
1194,1,1,1,3,1,2,2,2
1195,1,1,1,2,1,2,4,6
1196,1,3,3,4,3,2,3,5
1197,1,2,2,3,3,2,4,3
1198,1,1,1,1,3,4,2,5
1199,1,2,2,3,2,4,1,2
1200,NA,2,5,3,3,3,1,2
1201,1,3,4,5,4,2,3,3
1202,1,1,1,1,1,2,3,3
1203,2,1,1,1,1,3,1,3
1204,1,1,2,2,2,1,2,1
1205,1,5,2,3,4,4,4,3
1206,2,1,1,5,4,2,1,2
1207,2,5,7,3,1,4,1,6
1208,1,1,1,2,1,2,2,4
1209,1,2,1,3,1,4,1,5
1210,1,2,1,4,1,4,5,5
1211,2,1,1,2,1,4,1,3
1212,1,1,1,1,2,4,5,5
1213,1,3,2,3,NA,2,3,3
1214,1,1,1,2,1,2,5,1
1215,1,NA,5,4,3,3,2,4
1216,1,1,5,2,NA,4,5,3
1217,1,2,1,3,1,2,3,3
1218,1,2,1,4,1,1,2,3
1219,2,1,1,2,1,2,3,5
1220,1,5,7,3,3,2,5,1
1221,1,1,1,2,1,2,2,3
1222,1,2,5,1,1,2,2,3
1223,1,2,1,3,1,3,2,2
1224,2,2,1,3,1,4,5,4
1225,1,3,2,3,3,3,3,3
1226,1,4,3,4,3,2,5,3
1227,2,3,6,2,2,2,5,3
1228,1,4,2,4,3,2,2,2
1229,1,4,2,5,1,3,5,3
1230,1,2,1,5,1,2,1,1
1231,2,1,1,1,1,4,5,5
1232,2,2,1,2,1,2,1,5
1233,2,4,2,4,3,3,3,2
1234,1,3,6,1,1,3,3,6
1235,1,1,7,5,5,2,2,3
1236,2,2,1,2,1,4,1,3
1237,1,1,1,2,NA,4,2,3
1238,2,1,1,1,1,1,1,2
1239,1,1,1,1,1,2,3,4
1240,NA,2,1,4,3,3,3,1
1241,1,3,3,3,1,2,3,3
1242,1,1,1,2,1,2,4,3
1243,1,3,2,2,3,2,4,3
1244,1,2,3,5,5,1,2,3
1245,1,1,1,1,1,4,4,5
1246,1,1,1,1,5,2,3,3
1247,1,2,1,2,1,2,2,2
1248,1,3,3,4,5,4,5,2
1249,2,3,2,3,3,2,4,2
1250,1,2,1,2,1,2,3,2
1251,1,3,6,5,1,4,1,2
1252,1,2,2,4,5,3,3,5
1253,2,1,1,5,5,4,2,5
1254,1,2,5,2,3,4,2,5
1255,2,1,1,3,1,4,2,5
1256,1,2,1,5,1,4,2,5
1257,1,1,1,2,1,2,5,3
1258,2,1,1,2,1,1,3,2
1259,1,4,5,3,NA,2,1,3
1260,1,3,4,5,3,2,3,4
1261,2,1,1,2,1,4,5,2
1262,1,2,1,5,1,2,3,3
1263,NA,3,6,5,1,4,1,2
1264,NA,3,5,2,2,4,5,3
1265,1,2,1,5,1,2,2,4
1266,1,4,4,4,3,2,3,4
1267,1,1,1,1,2,4,1,2
1268,2,1,1,1,1,1,1,1
1269,1,3,4,5,5,2,3,1
1270,1,1,1,1,1,4,3,1
1271,1,1,1,1,5,3,2,2
1272,1,4,3,2,NA,3,2,3
1273,2,2,1,4,1,4,3,1
1274,1,3,7,4,1,1,1,3
1275,1,1,1,1,2,2,4,1
1276,NA,2,1,3,1,3,5,2
1277,1,4,7,5,4,2,4,2
1278,1,1,1,1,1,4,3,2
1279,1,1,1,2,1,2,4,1
1280,2,1,1,1,1,4,1,3
1281,1,1,7,2,2,2,3,6
1282,1,2,1,3,1,4,3,5
1283,2,1,1,5,NA,3,5,3
1284,1,2,1,3,1,4,1,3
1285,2,3,6,3,1,2,1,2
1286,2,1,1,1,1,2,1,3
1287,1,1,1,2,1,2,1,5
1288,1,1,1,2,1,4,4,4
1289,1,1,6,1,1,4,2,4
1290,2,1,1,2,1,2,3,2
1291,2,3,2,3,3,2,1,3
1292,1,4,2,3,3,2,2,1
1293,1,4,2,5,3,4,3,2
1294,2,2,7,3,1,4,3,2
1295,1,1,4,4,5,4,2,2
1296,1,1,1,1,2,4,2,5
1297,1,2,1,5,2,4,3,5
1298,1,2,1,3,NA,4,2,5
1299,1,4,3,2,5,2,3,3
1300,1,2,1,2,1,2,4,1
1301,1,3,5,3,3,2,4,1
1302,1,1,1,2,1,4,5,5
1303,2,1,1,1,1,1,1,2
1304,2,3,7,2,1,4,3,3
1305,2,2,1,5,1,4,3,4
1306,2,2,1,3,1,4,3,3
1307,1,1,1,1,1,2,5,1
1308,1,1,1,1,1,2,2,1
1309,2,2,1,3,1,3,3,2
1310,2,1,1,1,1,4,3,2
1311,2,1,1,1,5,2,4,2
1312,1,2,2,3,3,2,3,4
1313,1,1,1,2,1,2,3,1
1314,1,2,1,5,1,3,1,2
1315,1,4,5,3,3,2,3,2
1316,1,1,7,1,1,3,3,6
1317,1,2,1,4,1,4,3,1
1318,1,4,2,4,3,2,2,3
1319,1,2,2,3,3,2,4,3
1320,2,2,1,3,1,2,3,2
1321,2,1,1,1,1,4,3,2
1322,1,3,3,2,4,2,3,5
1323,1,1,1,1,1,2,4,4
1324,1,1,1,2,1,2,1,5
1325,1,4,5,5,4,2,3,3
1326,2,1,1,1,5,2,5,5
1327,1,3,7,2,4,4,3,2
1328,NA,1,1,1,1,4,3,3
1329,1,3,4,5,3,2,3,2
1330,1,2,5,5,2,3,1,2
1331,2,3,7,3,1,3,2,1
1332,1,2,1,5,1,1,5,6
1333,1,1,1,2,1,4,3,4
1334,1,2,1,5,2,2,2,1
1335,2,1,1,1,2,2,1,2
1336,1,1,1,1,1,2,2,3
1337,2,5,7,2,2,2,5,3
1338,2,2,1,5,1,4,3,4
1339,2,1,1,1,1,1,1,4
1340,1,2,1,5,1,2,3,3
1341,2,2,3,4,3,4,5,3
1342,1,2,1,3,5,2,1,4
1343,1,4,5,3,5,2,3,3
1344,1,1,1,1,1,2,5,5
1345,1,1,1,1,1,2,5,6
1346,1,4,2,3,3,2,2,3
1347,2,1,1,3,1,4,1,2
1348,2,3,2,5,3,2,3,3
1349,1,4,2,2,2,4,3,3
1350,1,3,7,3,3,4,3,3
1351,1,2,1,4,2,2,3,6
1352,1,1,1,2,1,4,5,5
1353,1,2,1,3,1,4,3,2
1354,1,1,1,2,1,2,2,3
1355,2,2,1,4,1,1,3,2
1356,NA,1,1,1,1,2,3,6
1357,1,2,1,4,1,4,1,4
1358,1,1,1,1,1,2,5,5
1359,2,2,1,4,1,4,1,6
1360,2,2,1,5,1,2,1,3
1361,1,1,1,2,1,2,5,1
1362,1,1,1,2,1,4,3,3
1363,1,3,2,3,3,2,2,3
1364,2,1,1,1,1,4,4,3
1365,1,1,1,1,1,4,1,1
1366,1,4,3,4,4,2,3,2
1367,1,2,1,1,2,2,4,2
1368,1,2,1,3,1,4,5,2
1369,1,1,1,2,1,2,2,2
1370,2,1,1,2,1,2,1,3
1371,1,5,7,5,5,2,4,2
1372,1,1,1,2,1,2,4,5
1373,1,3,1,5,2,3,3,3
1374,1,1,1,1,1,4,4,4
1375,1,3,5,2,4,4,3,3
1376,2,2,7,2,2,1,3,2
1377,1,1,1,2,1,2,5,5
1378,1,1,1,2,1,2,2,3
1379,2,1,1,1,1,4,1,3
1380,1,3,2,5,4,3,1,3
1381,NA,1,1,1,1,2,3,4
1382,1,3,2,5,4,1,3,5
1383,2,1,1,5,1,2,1,5
1384,1,2,2,5,5,4,2,3
1385,1,5,7,5,1,2,1,3
1386,1,3,1,5,5,2,5,6
1387,1,3,4,3,2,1,4,3
1388,2,1,1,1,1,4,5,3
1389,1,3,2,5,3,3,3,1
1390,1,3,5,3,3,3,3,3
1391,NA,2,1,2,1,2,3,5
1392,1,3,3,5,4,2,3,1
1393,1,1,1,2,1,2,5,5
1394,2,4,2,3,3,2,3,4
1395,1,2,1,3,1,4,5,1
1396,1,1,1,1,1,3,3,1
1397,1,4,5,4,3,2,3,2
1398,2,1,1,1,1,1,5,5
1399,1,1,1,1,1,4,2,3
1400,1,1,1,1,1,3,3,4
1401,1,1,1,4,5,2,4,5
1402,NA,3,5,3,1,3,5,5
1403,1,NA,1,1,1,4,2,3
1404,2,1,1,2,NA,3,1,3
1405,1,2,1,5,1,2,5,5
1406,2,1,1,1,1,1,3,4
1407,1,2,1,3,1,3,1,2
1408,2,1,1,1,NA,1,1,2
1409,2,1,1,2,1,1,5,3
1410,1,1,1,1,1,2,1,1
1411,2,1,1,2,1,2,3,2
1412,1,1,5,2,3,2,2,3
1413,2,1,1,1,1,4,3,1
1414,NA,2,1,4,1,2,3,2
1415,1,4,2,5,4,2,2,2
1416,1,1,1,2,1,1,2,5
1417,1,3,2,4,4,3,3,2
1418,1,2,1,5,1,2,3,4
1419,1,1,1,1,1,2,3,1
1420,1,1,1,2,1,4,3,4
1421,1,1,1,1,1,4,2,1
1422,1,3,6,3,1,2,4,5
1423,1,2,5,2,3,4,3,1
1424,1,5,7,5,5,2,5,5
1425,2,2,1,5,1,4,1,2
1426,1,2,1,5,1,4,1,4
1427,2,2,1,5,4,4,4,2
1428,1,4,5,1,1,1,2,1
1429,2,3,5,5,3,1,1,1
1430,2,1,1,1,2,2,1,3
1431,1,3,7,2,4,2,5,2
1432,1,2,1,5,1,3,3,5
1433,2,4,2,5,4,4,3,1
1434,1,2,1,3,1,4,2,5
1435,1,2,1,4,1,4,3,4
1436,2,1,1,1,1,4,4,2
1437,1,2,1,3,2,4,2,2
1438,1,4,5,4,1,3,3,2
1439,NA,NA,1,5,NA,4,1,3
1440,1,1,1,1,1,3,4,5
1441,NA,5,7,4,3,2,4,1
1442,1,2,1,3,1,4,3,3
1443,2,1,7,1,1,4,5,2
1444,1,4,2,4,4,3,3,4
1445,1,1,1,1,3,4,3,1
1446,1,2,2,5,3,2,2,4
1447,1,1,1,3,1,2,2,3
1448,1,4,2,3,3,1,2,1
1449,1,1,1,2,1,3,5,4
1450,1,2,7,3,1,2,5,6
1451,1,1,1,1,1,2,2,3
1452,1,2,5,3,4,2,3,2
1453,1,3,7,2,4,3,3,4
1454,1,1,1,1,NA,2,4,5
1455,1,1,1,2,1,2,3,3
1456,2,1,1,1,1,2,1,1
1457,2,1,1,1,1,2,1,4
1458,1,1,1,1,1,3,1,5
1459,2,2,1,5,1,4,3,3
1460,1,4,2,3,3,2,2,1
1461,1,2,7,4,3,4,3,1
1462,2,2,1,5,1,2,3,5
1463,1,1,1,2,1,2,3,1
1464,NA,2,5,3,2,2,1,1
1465,2,1,1,1,1,1,5,2
1466,2,2,1,4,1,4,1,2
1467,2,1,1,2,1,4,1,4
1468,1,1,1,1,1,3,4,1
1469,1,1,1,1,1,4,1,1
1470,1,NA,1,2,1,2,3,5
1471,2,1,1,1,1,1,1,4
1472,1,4,5,5,5,2,3,3
1473,1,1,1,1,NA,4,3,6
1474,1,1,1,1,1,2,4,4
1475,1,2,1,3,1,2,1,5
1476,2,1,1,1,1,1,5,5
1477,1,3,5,2,3,4,1,4
1478,1,2,1,3,1,1,3,5
1479,1,3,2,5,3,3,2,2
1480,1,1,2,3,NA,1,4,5
1481,1,1,1,2,1,4,3,5
1482,1,1,1,2,1,1,3,3
1483,1,2,4,2,3,4,3,1
1484,1,1,1,2,1,3,5,3
1485,2,2,1,5,1,4,3,3
1486,NA,1,1,2,1,2,1,2
1487,1,1,1,2,1,2,3,5
1488,1,1,1,2,1,4,3,3
1489,1,2,1,3,1,2,1,2
1490,1,1,1,2,1,4,2,3
1491,1,1,1,3,5,4,5,6
1492,1,2,1,3,1,3,1,3
1493,1,NA,1,1,1,4,3,4
1494,2,1,1,1,1,1,1,2
1495,1,3,2,5,3,2,5,1
1496,1,4,2,4,4,4,3,2
1497,2,2,1,3,1,4,1,2
1498,1,1,1,1,1,2,2,1
1499,1,1,1,1,1,1,4,4
1500,1,1,1,1,1,2,5,3
1501,1,1,1,3,1,4,2,1
1502,2,1,1,1,1,4,1,2
1503,2,1,1,1,2,2,3,2
1504,1,1,1,1,4,2,5,1
1505,1,5,2,3,3,4,3,2
1506,1,1,1,2,3,2,1,3
1507,1,3,6,5,4,3,2,1
1508,1,1,1,1,1,4,5,6
